52,52.0
176,176.0
176,176.0
176,176.0
176,176.0
176,176.0
176,176.0
176,176.0
176,176.0
176,176.0
176,176.0
176,176.0
1752,175.2
1752,175.2
35,35.0
207x,35.0
207x,35.0
39,39.0
1556,155.6
1556,155.6
1556,155.6
1556,155.6
1556,155.6
1556,155.6
156,156.0
176x,156.0
176x,156.0
176,176.0
1746,174.6
1746,174.6
1746,174.6
1723,172.3
1723,172.3
1723,172.3
17x,172.3
170,170.0
170,170.0
10,10.0
167,167.0
167,167.0
167,167.0
167,167.0
167,167.0
167,167.0
167,167.0
167,167.0
167,167.0
167,167.0
167,167.0
167,167.0
10,10.0
1703,170.3
1703,170.3
17x,170.3
1746,174.6
1746,174.6
1746,174.6
176x,174.6
176x,174.6
176x,174.6
19,19.0
174,174.0
1x74,174.0
137,137.0
1x37,137.0
1x37,137.0
137,137.0
15x,137.0
1x5x,137.0
1x5x,137.0
15x,137.0
15x,137.0
15x,137.0
1x5x,137.0
15x,137.0
15x,137.0
15x,137.0
1x37,137.0
1x37,137.0
137,137.0
137,137.0
1x37,137.0
1x37,137.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
1x6,16.0
1x6,16.0
15x,16.0
15x,16.0
1x5x,16.0
1x5x,16.0
15x,16.0
15x,16.0
1x5x,16.0
1x5x,16.0
15x,16.0
15x,16.0
1x5x,16.0
1x5x,16.0
15x,16.0
15x,16.0
15x,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
162,162.0
162,162.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
137,137.0
137,137.0
137,137.0
1x37,137.0
137,137.0
137,137.0
137,137.0
1x37,137.0
1x37,137.0
137,137.0
136,136.0
1x36,136.0
136,136.0
136,136.0
136,136.0
136,136.0
15x,136.0
15x,136.0
15x,136.0
1x5x,136.0
1x5x,136.0
1x5x,136.0
15x,136.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
13,13.0
1x3,13.0
1x3,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
13,13.0
1x75,13.0
1x75,13.0
1xx5,13.0
1x75,13.0
175,175.0
175,175.0
1xx5,175.0
1xx5,175.0
175,175.0
1752,175.2
175x,175.2
1752,175.2
1752,175.2
1753,175.3
1753,175.3
1753,175.3
1753,175.3
1753,175.3
1753,175.3
1753,175.3
1753,175.3
1753,175.3
1753,175.3
1753,175.3
1753,175.3
175,175.0
1752,175.2
1752,175.2
19,19.0
1x75,19.0
175,175.0
1x75,175.0
1x75,175.0
1x75,175.0
1x5,175.0
175,175.0
1x75,175.0
1x75,175.0
175,175.0
175,175.0
1x75,175.0
1x35,175.0
1x37,175.0
137,137.0
137,137.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
16,16.0
1x6,16.0
1x63,16.0
163,163.0
163,163.0
1x63,163.0
163,163.0
163,163.0
1x3,163.0
1x63,163.0
1x63,163.0
1x6,163.0
16,16.0
1x6,16.0
1x6,16.0
1x3,16.0
13,13.0
13,13.0
1x3,13.0
1x3,13.0
1x3,13.0
1x3,13.0
1x3,13.0
1x3,13.0
1x3,13.0
13,13.0
13,13.0
1x3,13.0
1x3,13.0
13,13.0
13,13.0
1x3,13.0
1x3,13.0
1x3,13.0
13,13.0
13,13.0
1x3,13.0
1x3,13.0
13,13.0
13,13.0
1x3,13.0
13,13.0
13,13.0
163,163.0
167x,163.0
167x,163.0
167x,163.0
167x,163.0
167x,163.0
167x,163.0
10,10.0
170x,10.0
170x,10.0
17x,10.0
1747,174.7
1747,174.7
177,177.0
177,177.0
177,177.0
177,177.0
175x,177.0
1752,175.2
1752,175.2
19,19.0
175,175.0
175,175.0
1x75,175.0
175,175.0
1xx5,175.0
15x,175.0
1753,175.3
1753,175.3
1753,175.3
1753,175.3
1753,175.3
1753,175.3
17x,175.3
177,177.0
177,177.0
1797,179.7
1747,174.7
1747,174.7
1747,174.7
1747,174.7
1747,174.7
1747,174.7
1725,172.5
1725,172.5
1725,172.5
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1724,172.4
1747,174.7
1747,174.7
1747,174.7
1747,174.7
1747,174.7
1747,174.7
1747,174.7
176x,174.7
176x,174.7
176x,174.7
176x,174.7
176x,174.7
176x,174.7
1752,175.2
175,175.0
175x,175.0
1752,175.2
1752,175.2
175x,175.2
1752,175.2
1752,175.2
1752,175.2
175x,175.2
174,174.0
174,174.0
1xx4,174.0
1752,175.2
