3,0.3
0.179,0.179
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.179,0.179
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
0.178,0.178
